feature_1,feature_2,paired_observations,pearson_correlation,abs_pearson_correlation
turkey_ppi_motor_vehicles_index,usa_ev_stock_units,132,0.9850756781439648,0.9850756781439648
china_ev_sales_units,rest_of_world_ev_sales_units,132,0.9850324037410315,0.9850324037410315
china_ev_sales_units,global_solar_capacity_mw,132,0.9850082314436908,0.9850082314436908
euro_area_hicp,usa_ev_sales_units,132,0.9849393276505891,0.9849393276505891
chile_copper_fuel_consumption_tj,global_renewable_capacity_mw,120,0.9848401112027816,0.9848401112027816
usa_dow_jones,usa_nasdaq_composite,140,0.9848191520410232,0.9848191520410232
turkey_ppi_motor_vehicles_index,rest_of_world_ev_stock_units,132,0.9847915897958497,0.9847915897958497
turkey_usd_try_monthly_average,china_ev_stock_units,132,0.984786778257565,0.984786778257565
icsg_mine_production_ton,icsg_refined_usage_ton,80,0.9847816465242583,0.9847816465242583
turkey_ppi_basic_metals_index,global_ev_sales_share_percent,132,0.9846835139737804,0.9846835139737804
turkey_cpi_index,turkey_usd_try_monthly_average,140,0.9845493129320434,0.9845493129320434
turkey_usd_try_monthly_average,turkey_bist100,140,0.9844634072302328,0.9844634072302328
global_ev_stock_units,global_renewable_capacity_mw,132,0.984382071244312,0.984382071244312
turkey_eur_try_monthly_average,rest_of_world_ev_sales_units,132,0.9842632715350526,0.9842632715350526
turkey_domestic_ppi_index,usa_ev_stock_units,132,0.9840823695059322,0.9840823695059322
turkey_eur_try_monthly_average,turkey_bist100,140,0.9839740589547106,0.9839740589547106
turkey_ppi_motor_vehicles_index,icsg_refined_production_ton,92,0.9839204335984156,0.9839204335984156
japan_cpi,turkey_ppi_wire_cable_index,139,0.9839202070671879,0.9839202070671879
europe_ev_sales_units,global_wind_capacity_mw,132,0.9838939047022818,0.9838939047022818
euro_area_hicp,global_ev_sales_share_percent,132,0.9838714672315289,0.9838714672315289
turkey_ppi_household_appliances_index,usa_ev_stock_units,132,0.9838397987870585,0.9838397987870585
turkey_cpi_index,global_ev_stock_units,132,0.9838292931670133,0.9838292931670133
turkey_ppi_electrical_equipment_index,rest_of_world_ev_stock_units,132,0.9837950079678759,0.9837950079678759
turkey_ppi_household_appliances_index,icsg_refined_production_ton,92,0.9837682778312499,0.9837682778312499
icsg_mine_production_ton,europe_ev_stock_units,84,0.9836643307187117,0.9836643307187117
us_cpi_index,usa_ev_sales_units,131,0.9836630872655224,0.9836630872655224
japan_cpi,icsg_refined_production_ton,91,0.9836227149833016,0.9836227149833016
turkey_ppi_electrical_equipment_index,china_ev_sales_units,132,0.983621485408045,0.983621485408045
icsg_refined_usage_ton,rest_of_world_ev_sales_units,84,0.9835078490431595,0.9835078490431595
turkey_cpi_index,turkey_bist100,140,0.9834093675947271,0.9834093675947271
japan_cpi,rest_of_world_ev_sales_units,132,0.9832661747744083,0.9832661747744083
icsg_refined_usage_ton,global_ev_stock_units,84,0.9832336585325552,0.9832336585325552
world_copper_mine_production_ton,global_ev_sales_units,120,0.9832309271306886,0.9832309271306886
euro_area_hicp,turkey_ppi_basic_metals_index,139,0.9831236414915302,0.9831236414915302
turkey_cpi_index,turkey_ppi_metal_ores_index,140,0.9830076209299294,0.9830076209299294
turkey_usd_try_monthly_average,rest_of_world_ev_sales_units,132,0.9828485528192179,0.9828485528192179
world_copper_refinery_production_ton,rest_of_world_ev_sales_units,96,0.9826996567361178,0.9826996567361178
world_copper_refinery_production_ton,rest_of_world_ev_stock_units,96,0.9826504552377214,0.9826504552377214
japan_cpi,china_ev_stock_units,132,0.9826459714495248,0.9826459714495248
turkey_ppi_basic_metals_index,icsg_refined_usage_ton,92,0.9826338809101908,0.9826338809101908
euro_area_hicp,world_copper_mine_production_ton,120,0.9825875174826976,0.9825875174826976
turkey_usd_try_monthly_average,icsg_refined_production_ton,92,0.9825201620907338,0.9825201620907338
europe_ev_stock_units,global_wind_capacity_mw,132,0.9823755354584682,0.9823755354584682
chile_copper_total_energy_consumption_tj,global_renewable_capacity_mw,120,0.9823227718313778,0.9823227718313778
icsg_refined_production_ton,china_ev_sales_units,84,0.982305433129998,0.982305433129998
turkey_eur_try_monthly_average,china_ev_sales_units,132,0.9822976418127081,0.9822976418127081
japan_cpi,usa_ev_stock_units,132,0.982213784692541,0.982213784692541
turkey_usd_try_monthly_average,global_ev_sales_units,132,0.9820946814856152,0.9820946814856152
turkey_ppi_basic_metals_index,usa_ev_stock_units,132,0.9820709468141893,0.9820709468141893
turkey_ppi_basic_metals_index,global_ev_stock_units,132,0.981950223915483,0.981950223915483
turkey_domestic_ppi_index,icsg_refined_production_ton,92,0.9818496265524201,0.9818496265524201
turkey_ppi_nonferrous_metals_index,turkey_ppi_wire_cable_index,140,0.9818118433703196,0.9818118433703196
japan_cpi,global_ev_stock_units,132,0.9817408377764567,0.9817408377764567
us_cpi_index,japan_ppi,138,0.9817026231873335,0.9817026231873335
china_ev_stock_units,europe_ev_stock_units,132,0.9816695606170179,0.9816695606170179
euro_area_hicp,global_ev_sales_units,132,0.9814832338727926,0.9814832338727926
turkey_eur_try_monthly_average,global_solar_capacity_mw,132,0.981410919594682,0.981410919594682
turkey_ppi_electrical_equipment_index,icsg_refined_production_ton,92,0.981288878274441,0.981288878274441
us_cpi_index,global_wind_capacity_mw,131,0.9811453725244862,0.9811453725244862
turkey_ppi_wire_cable_index,global_ev_sales_units,132,0.9811339482968557,0.9811339482968557
china_ev_stock_units,global_ev_sales_units,132,0.9811107623107802,0.9811107623107802
turkey_usd_try_monthly_average,europe_ev_stock_units,132,0.980908208774289,0.980908208774289
euro_area_hicp,icsg_mine_production_ton,91,0.9807598961517766,0.9807598961517766
icsg_refined_usage_ton,europe_ev_stock_units,84,0.9807593854247991,0.9807593854247991
turkey_usd_try_monthly_average,global_solar_capacity_mw,132,0.980698183922031,0.980698183922031
icsg_mine_production_ton,chile_copper_fuel_consumption_tj,72,0.9806585299697321,0.9806585299697321
us_cpi_index,global_ev_sales_units,131,0.9806352117615278,0.9806352117615278
turkey_ppi_wire_cable_index,rest_of_world_ev_stock_units,132,0.9806267743307042,0.9806267743307042
turkey_domestic_ppi_index,rest_of_world_ev_stock_units,132,0.9805699112928389,0.9805699112928389
icsg_refined_usage_ton,china_ev_stock_units,84,0.980499707980116,0.980499707980116
world_copper_mine_production_ton,europe_ev_stock_units,120,0.9804791203757381,0.9804791203757381
turkey_eur_try_monthly_average,rest_of_world_ev_stock_units,132,0.980477922995304,0.980477922995304
global_solar_capacity_mw,global_wind_capacity_mw,132,0.9804758820132676,0.9804758820132676
global_ev_sales_units,usa_ev_sales_units,132,0.9803571346116439,0.9803571346116439
turkey_ppi_household_appliances_index,china_ev_sales_units,132,0.9801926492190988,0.9801926492190988
global_ev_sales_share_percent,global_renewable_capacity_mw,132,0.9801711670614397,0.9801711670614397
global_container_export,global_container_import,92,0.9801660643003444,0.9801660643003444
global_ev_sales_share_percent,global_wind_capacity_mw,132,0.9801498987850742,0.9801498987850742
australia_asx200,usa_dow_jones,140,0.9800451942883027,0.9800451942883027
turkey_ppi_wire_cable_index,europe_ev_stock_units,132,0.9799127679838314,0.9799127679838314
turkey_domestic_ppi_index,icsg_refined_usage_ton,92,0.9798767103342275,0.9798767103342275
china_ev_sales_units,global_renewable_capacity_mw,132,0.9797337192146138,0.9797337192146138
turkey_eur_try_monthly_average,icsg_refined_production_ton,92,0.979604628427754,0.979604628427754
japan_cpi,rest_of_world_ev_stock_units,132,0.9795669690386102,0.9795669690386102
us_cpi_index,europe_ev_stock_units,131,0.979535068335889,0.979535068335889
turkey_ppi_motor_vehicles_index,china_ev_sales_units,132,0.9795256280908385,0.9795256280908385
turkey_ppi_wire_cable_index,global_solar_capacity_mw,132,0.979477330436013,0.979477330436013
world_copper_refinery_production_ton,global_ev_sales_units,96,0.9793900340407987,0.9793900340407987
chile_copper_fuel_consumption_tj,global_wind_capacity_mw,120,0.9792608195356066,0.9792608195356066
japan_cpi,turkey_ppi_basic_metals_index,139,0.9792127401658254,0.9792127401658254
japan_ppi,global_ev_sales_share_percent,132,0.9792019045970152,0.9792019045970152
gold_usd_per_troy_ounce,turkey_ppi_nonferrous_metal_ores_index,139,0.9791922790329857,0.9791922790329857
turkey_ppi_nonferrous_metals_index,rest_of_world_ev_stock_units,132,0.9791419931832096,0.9791419931832096
global_ev_sales_units,rest_of_world_ev_sales_units,132,0.9791243605102182,0.9791243605102182
japan_cpi,turkey_bist100,139,0.9790864060678193,0.9790864060678193
icsg_refined_usage_ton,usa_ev_stock_units,84,0.9790165282457184,0.9790165282457184
euro_area_hicp,europe_ev_stock_units,132,0.9789226640192139,0.9789226640192139
europe_ev_stock_units,rest_of_world_ev_sales_units,132,0.9787500188452926,0.9787500188452926
turkey_ppi_electrical_equipment_index,global_solar_capacity_mw,132,0.9785641573433821,0.9785641573433821
turkey_usd_try_monthly_average,icsg_refined_usage_ton,92,0.9785437176177983,0.9785437176177983
turkey_ppi_motor_vehicles_index,global_solar_capacity_mw,132,0.9783200041582568,0.9783200041582568
turkey_eur_try_monthly_average,global_ev_sales_units,132,0.9781518078712425,0.9781518078712425
us_cpi_index,chile_copper_fuel_consumption_tj,120,0.9781429769119317,0.9781429769119317
world_copper_refinery_production_ton,chile_copper_total_energy_consumption_tj,84,0.978117916851701,0.978117916851701
turkey_domestic_ppi_index,global_ev_sales_units,132,0.9780360568655206,0.9780360568655206
turkey_eur_try_monthly_average,europe_ev_stock_units,132,0.9779954245413709,0.9779954245413709
chile_copper_fuel_consumption_tj,global_solar_capacity_mw,120,0.9779534351243815,0.9779534351243815
japan_nikkei225,usa_sp500_southern_copper,140,0.9778009004929253,0.9778009004929253
japan_ppi,global_ev_sales_units,132,0.9777836874685282,0.9777836874685282
japan_ppi,world_copper_mine_production_ton,120,0.9777714709823471,0.9777714709823471
us_cpi_index,india_nifty50,138,0.9777299031050095,0.9777299031050095
world_copper_refinery_production_ton,icsg_refined_production_ton,84,0.977717853153585,0.977717853153585
euro_area_hicp,china_ev_sales_units,132,0.9775899881249125,0.9775899881249125
icsg_refined_usage_ton,global_renewable_capacity_mw,84,0.9774585176204397,0.9774585176204397
turkey_ppi_nonferrous_metals_index,china_ev_stock_units,132,0.9774118406387834,0.9774118406387834
icsg_mine_production_ton,chile_sulfuric_acid_production_ton,72,-0.9773511073091119,0.9773511073091119
europe_ev_sales_units,global_ev_sales_share_percent,132,0.9772966446603691,0.9772966446603691
japan_ppi,usa_ev_sales_units,132,0.9772936258046669,0.9772936258046669
us_cpi_index,turkey_ppi_basic_metals_index,138,0.977273884659621,0.977273884659621
turkey_usd_try_monthly_average,rest_of_world_ev_stock_units,132,0.9771313806424238,0.9771313806424238
turkey_ppi_electrical_equipment_index,icsg_refined_usage_ton,92,0.9771252301521353,0.9771252301521353
turkey_ppi_metal_ores_index,turkey_ppi_wire_cable_index,140,0.9771102152026492,0.9771102152026492
turkey_cpi_index,usa_ev_stock_units,132,0.9769625165391514,0.9769625165391514
global_ev_sales_units,global_wind_capacity_mw,132,0.9769266327512123,0.9769266327512123
turkey_ppi_basic_metals_index,icsg_mine_production_ton,92,0.9768766899924354,0.9768766899924354
turkey_ppi_nonferrous_metals_index,rest_of_world_ev_sales_units,132,0.9768553827682345,0.9768553827682345
icsg_refined_production_ton,europe_ev_stock_units,84,0.976724444262219,0.976724444262219
turkey_ppi_household_appliances_index,icsg_refined_usage_ton,92,0.9766873280397422,0.9766873280397422
gold_usd_per_troy_ounce,turkey_ppi_metal_ores_index,139,0.9766118728681639,0.9766118728681639
turkey_ppi_electrical_equipment_index,global_ev_sales_units,132,0.97636856841382,0.97636856841382
china_ev_stock_units,global_renewable_capacity_mw,132,0.9762958592451216,0.9762958592451216
japan_ppi,china_ev_sales_units,132,0.976287463732387,0.976287463732387
turkey_domestic_ppi_index,global_solar_capacity_mw,132,0.9760758235786307,0.9760758235786307
turkey_ppi_basic_metals_index,china_ev_stock_units,132,0.9759891237971448,0.9759891237971448
japan_cpi,global_solar_capacity_mw,132,0.9759742710288775,0.9759742710288775
turkey_domestic_ppi_index,europe_ev_stock_units,132,0.9759692241901224,0.9759692241901224
turkey_ppi_household_appliances_index,global_solar_capacity_mw,132,0.9759373752968109,0.9759373752968109
icsg_refined_usage_ton,global_solar_capacity_mw,84,0.9759235362858946,0.9759235362858946
japan_ppi,icsg_mine_production_ton,91,0.9758620961375608,0.9758620961375608
indonesia_exports,us_ppi,138,0.9757769013719865,0.9757769013719865
turkey_ppi_basic_metals_index,global_solar_capacity_mw,132,0.9757317942034952,0.9757317942034952
china_ev_sales_units,usa_ev_sales_units,132,0.9757236425662671,0.9757236425662671
china_ev_sales_units,rest_of_world_ev_stock_units,132,0.9756364006948762,0.9756364006948762
world_copper_mine_production_ton,china_ev_sales_units,120,0.9755502812374738,0.9755502812374738
us_cpi_index,global_renewable_capacity_mw,131,0.9755434532156622,0.9755434532156622
world_copper_refinery_production_ton,china_ev_sales_units,96,0.9753358855631573,0.9753358855631573
turkey_ppi_basic_metals_index,turkey_bist100,140,0.9753357400355538,0.9753357400355538
turkey_ppi_motor_vehicles_index,icsg_refined_usage_ton,92,0.9753072644618648,0.9753072644618648
